Capacity,n,BruteForce,BottomUp,TopDown
50,5,0.146,0.279,0.060
50,6,0.189,0.226,0.030
50,7,0.438,0.308,0.113
50,8,1.016,0.740,0.309
50,9,2.138,0.340,0.047
50,10,5.079,0.639,0.065
50,11,10.269,0.455,0.081
50,12,17.561,0.397,0.092
50,13,41.274,0.556,0.039
50,14,71.854,0.297,0.089
50,15,144.847,0.340,0.102
50,16,254.529,0.263,0.064
50,17,517.368,0.263,0.069
50,18,838.154,0.321,0.124
50,19,1684.895,0.285,0.155
50,20,3907.729,0.599,0.144
